selection_rank,appid,name,total_ratings_pos_neg,positive_ratio,steamspy_owners,v005_split,v005_model,llm6_model_used,corpus_label_12,is_core_strict_12,is_core_broad_12,is_core_maybe_12,is_review_pool_12,is_missing_llm_result,llm6_has_clear_main_protagonist,llm6_protagonist_name,llm6_protagonist_type,llm6_protagonist_confidence_0_3,primary_archetype_12,secondary_archetype_12,tertiary_archetype_12,primary_archetype_12_is_valid,original_shadow_antihero_present,original_primary_was_shadow_antihero,llm6_shadow_load_0_3,shadow_load_category,archetype_12_correction_method,llm6_primary_archetype,llm6_secondary_archetype,llm6_tertiary_archetype,llm6_archetype_confidence_0_3,llm6_archetype_suitability_0_3,llm6_player_projection_0_3,llm6_narrative_complexity_0_3,llm6_suggested_include_in_final_corpus,llm6_needs_manual_review,needs_manual_review_12,llm6_evidence_basis,llm6_exclusion_reason,llm6_note,rank_bin_5000,available_terms_for_later_inspection,control_protagonist,llm6_custom_id,llm6_split_label,llm6_part_no,llm6_source_output_file
12479,553880,Archangel: Hellfire - Enlist FREE,385,0.548051948051948,"50,000 .. 100,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,fns,fixed_named_single,2.0,Hero/Warrior,Magician/Transformer,Explorer/Seeker,True,False,False,1.0,low,original_primary_valid_12,Hero/Warrior,Magician/Transformer,Explorer/Seeker,2.0,1.0,1.0,2.0,yes,False,False,general_knowledge,none,Spaceship shooter with angelic fighter.,10001-15000,,,steam-v006-rest54mini-part_003-chunk-0030-ranks-12451-12500,,3.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_003_output.jsonl
12481,765640,Change,385,0.922077922077922,"20,000 .. 50,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,fns,fixed_named_single,2.0,Explorer/Seeker,Caregiver/Guardian,Magician/Transformer,True,False,False,0.0,none,original_primary_valid_12,Explorer/Seeker,Caregiver/Guardian,Magician/Transformer,2.0,1.0,1.0,2.0,yes,False,False,metadata_inference,none,Narrative adventure about personal change.,10001-15000,,,steam-v006-rest54mini-part_003-chunk-0030-ranks-12451-12500,,3.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_003_output.jsonl
12485,1210150,Ageless,385,0.5636363636363636,"50,000 .. 100,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,fns,fixed_named_single,2.0,Explorer/Seeker,Magician/Transformer,Hero/Warrior,True,False,False,0.0,none,original_primary_valid_12,Explorer/Seeker,Magician/Transformer,Hero/Warrior,2.0,1.0,1.0,2.0,yes,False,False,general_knowledge,none,Time-manipulation platformer protagonist.,10001-15000,,,steam-v006-rest54mini-part_003-chunk-0030-ranks-12451-12500,,3.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_003_output.jsonl
12492,11370,Nikopol: Secrets of the Immortals,384,0.5494791666666666,"100,000 .. 200,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,fns,fixed_named_single,2.0,Explorer/Seeker,Magician/Transformer,Uncertain,True,True,False,0.0,low,original_primary_valid_12,Explorer/Seeker,Magician/Transformer,Shadow/Antihero,2.0,1.0,1.0,2.0,yes,False,False,general_knowledge,none,Mystery adventure with named seeker.,10001-15000,,,steam-v006-rest54mini-part_003-chunk-0030-ranks-12451-12500,,3.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_003_output.jsonl
12494,339160,Tales of the Orient: The Rising Sun,384,0.8203125,"50,000 .. 100,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,fns,fixed_named_single,2.0,Creator/Artist,Explorer/Seeker,Hero/Warrior,True,False,False,0.0,none,original_primary_valid_12,Creator/Artist,Explorer/Seeker,Hero/Warrior,2.0,1.0,1.0,2.0,yes,False,False,metadata_inference,none,Hidden-object adventure with family focus.,10001-15000,,,steam-v006-rest54mini-part_003-chunk-0030-ranks-12451-12500,,3.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_003_output.jsonl
12497,562570,Access Denied,384,0.8177083333333334,"20,000 .. 50,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,fns,fixed_named_single,2.0,Sage/Investigator,Explorer/Seeker,Rebel/Outlaw,True,False,False,0.0,none,original_primary_valid_12,Sage/Investigator,Explorer/Seeker,Rebel/Outlaw,2.0,1.0,2.0,2.0,yes,False,False,metadata_inference,none,Hacking puzzle with named operator.,10001-15000,,,steam-v006-rest54mini-part_003-chunk-0030-ranks-12451-12500,,3.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_003_output.jsonl
12498,567130,Boogeyman 2,384,0.8229166666666666,"20,000 .. 50,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,fns,fixed_named_single,2.0,Hero/Warrior,Magician/Transformer,Uncertain,True,True,True,2.0,medium,primary_shadow_reassigned_from_secondary_or_tertiary,Shadow/Antihero,Hero/Warrior,Magician/Transformer,2.0,1.0,1.0,2.0,yes,False,False,metadata_inference,none,Horror sequel with dark child protagonist.,10001-15000,,,steam-v006-rest54mini-part_003-chunk-0030-ranks-12451-12500,,3.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_003_output.jsonl
12500,876900,Climb,384,0.7604166666666666,"100,000 .. 200,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,fns,fixed_named_single,2.0,Explorer/Seeker,Hero/Warrior,Uncertain,True,True,False,0.0,low,original_primary_valid_12,Explorer/Seeker,Hero/Warrior,Shadow/Antihero,2.0,1.0,1.0,2.0,yes,False,False,metadata_inference,none,Vertical climbing game with fixed avatar.,10001-15000,,,steam-v006-rest54mini-part_003-chunk-0030-ranks-12451-12500,,3.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_003_output.jsonl
12592,664000,HammerHelm,379,0.8021108179419525,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,HammerHelm dwarf,fixed_named_single,2.0,Ruler/Leader,Creator/Artist,Hero/Warrior,True,False,False,0.0,none,original_primary_valid_12,Ruler/Leader,Creator/Artist,Hero/Warrior,2.0,1.0,1.0,2.0,yes,False,False,general_knowledge,insufficient_information,Dwarf town-building hero,10001-15000,,,steam-v006-rest54mini-part_003-chunk-0032-ranks-12551-12600,,3.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_003_output.jsonl
12678,310850,Onikira - Demon Killer,373,0.388739946380697,"100,000 .. 200,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Demon killer,fixed_named_single,2.0,Hero/Warrior,Rebel/Outlaw,Uncertain,True,True,False,1.0,low,original_primary_valid_12,Hero/Warrior,Shadow/Antihero,Rebel/Outlaw,2.0,1.0,1.0,2.0,yes,False,False,metadata_inference,none,Action hero fighting demons,10001-15000,,,steam-v006-rest54mini-part_003-chunk-0034-ranks-12651-12700,,3.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_003_output.jsonl
12698,351140,Rustbucket Rumble,372,0.5618279569892473,"200,000 .. 500,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Rustbucket driver,fixed_named_single,2.0,Rebel/Outlaw,Jester/Trickster,Hero/Warrior,True,False,False,1.0,low,original_primary_valid_12,Rebel/Outlaw,Jester/Trickster,Hero/Warrior,2.0,1.0,1.0,2.0,yes,False,False,general_knowledge,none,Vehicular combat with clear character,10001-15000,,,steam-v006-rest54mini-part_003-chunk-0034-ranks-12651-12700,,3.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_003_output.jsonl
12871,1422650,Chicken Hill,363,0.9944903581267218,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Chicken,fixed_named_single,2.0,Jester/Trickster,Everyman/Orphan,Hero/Warrior,True,False,False,0.0,none,original_primary_valid_12,Jester/Trickster,Everyman/Orphan,Hero/Warrior,2.0,1.0,1.0,1.0,yes,False,False,general_knowledge,none,Playable chicken protagonist,10001-15000,,,steam-v006-rest54mini-part_003-chunk-0038-ranks-12851-12900,,3.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_003_output.jsonl
12876,2492290,Uncover the Smoking Gun,363,0.955922865013774,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Investigator,fixed_named_single,2.0,Sage/Investigator,Explorer/Seeker,Everyman/Orphan,True,False,False,0.0,none,original_primary_valid_12,Sage/Investigator,Explorer/Seeker,Everyman/Orphan,2.0,1.0,1.0,1.0,yes,False,False,metadata_inference,insufficient_information,Case-solving visual novel,10001-15000,,,steam-v006-rest54mini-part_003-chunk-0038-ranks-12851-12900,,3.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_003_output.jsonl
12886,1250440,Garlic,362,0.8922651933701657,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Garlic,fixed_named_single,2.0,Rebel/Outlaw,Jester/Trickster,Hero/Warrior,True,False,False,1.0,low,original_primary_valid_12,Rebel/Outlaw,Jester/Trickster,Hero/Warrior,2.0,1.0,1.0,1.0,yes,False,False,general_knowledge,none,Single quirky platform protagonist,10001-15000,,,steam-v006-rest54mini-part_003-chunk-0038-ranks-12851-12900,,3.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_003_output.jsonl
13068,312630,OTTTD,351,0.7521367521367521,"20,000 .. 50,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,RUL,simulator_or_management_role,2.0,Ruler/Leader,Hero/Warrior,Explorer/Seeker,True,False,False,0.0,none,original_primary_valid_12,Ruler/Leader,Hero/Warrior,Explorer/Seeker,2.0,1.0,0.0,2.0,yes,False,False,general_knowledge,simulator_or_management,Tower defense with commander role,10001-15000,,,steam-v006-rest54mini-part_003-chunk-0042-ranks-13051-13100,,3.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_003_output.jsonl
13105,283060,Lucent Heart,349,0.504297994269341,"100,000 .. 200,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Lucent Heart,customizable_but_defined,2.0,Everyman/Orphan,Explorer/Seeker,Lover,True,False,False,0.0,none,original_primary_valid_12,Everyman/Orphan,Explorer/Seeker,Lover,2.0,1.0,2.0,2.0,yes,False,False,general_knowledge,insufficient_information,"Custom MMO avatar, social RPG.",10001-15000,,,steam-v006-rest54mini-part_003-chunk-0043-ranks-13101-13150,,3.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_003_output.jsonl
13119,1802860,大富翁少女/Rich Girls,349,0.7306590257879656,"20,000 .. 50,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,大富翁少女/Rich Girls,fixed_named_single,2.0,Ruler/Leader,Creator/Artist,Lover,True,False,False,0.0,none,original_primary_valid_12,Ruler/Leader,Creator/Artist,Lover,2.0,1.0,1.0,1.0,yes,False,False,metadata_inference,insufficient_information,Boardgame-style girls cast.,10001-15000,,,steam-v006-rest54mini-part_003-chunk-0043-ranks-13101-13150,,3.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_003_output.jsonl
13152,527760,Just Hero,347,0.5100864553314121,"200,000 .. 500,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Just Hero,fixed_named_single,2.0,Hero/Warrior,Everyman/Orphan,Ruler/Leader,True,False,False,0.0,none,original_primary_valid_12,Hero/Warrior,Everyman/Orphan,Ruler/Leader,2.0,1.0,1.0,1.0,yes,False,False,metadata_inference,none,Single heroic lead implied by title.,10001-15000,,,steam-v006-rest54mini-part_003-chunk-0044-ranks-13151-13200,,3.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_003_output.jsonl
13155,823610,Dungeon Of Dragon Knight,347,0.7752161383285303,"50,000 .. 100,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Dungeon knight,fixed_named_single,2.0,Hero/Warrior,Explorer/Seeker,Uncertain,True,True,False,1.0,low,original_primary_valid_12,Hero/Warrior,Explorer/Seeker,Shadow/Antihero,2.0,1.0,1.0,1.0,yes,False,False,metadata_inference,none,Likely fixed dungeon-crawling protagonist.,10001-15000,,,steam-v006-rest54mini-part_003-chunk-0044-ranks-13151-13200,,3.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_003_output.jsonl
13173,15380,Heroes of Might & Magic V: Hammers of Fate,345,0.8579710144927536,"50,000 .. 100,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Faction commander,strategy_or_systemic_role,2.0,Ruler/Leader,Hero/Warrior,Sage/Investigator,True,False,False,0.0,none,original_primary_valid_12,Ruler/Leader,Hero/Warrior,Sage/Investigator,2.0,1.0,0.0,2.0,yes,False,False,general_knowledge,pure_strategy_or_systemic_role,"Strategy expansion, commander role.",10001-15000,,,steam-v006-rest54mini-part_003-chunk-0044-ranks-13151-13200,,3.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_003_output.jsonl
13174,26000,The Maw,345,0.8376811594202899,"50,000 .. 100,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,The Maw,nonhuman_fixed_protagonist,2.0,Everyman/Orphan,Jester/Trickster,Magician/Transformer,True,False,False,0.0,none,original_primary_valid_12,Everyman/Orphan,Jester/Trickster,Magician/Transformer,2.0,1.0,1.0,1.0,yes,False,False,general_knowledge,none,Player controls a nonhuman creature.,10001-15000,,,steam-v006-rest54mini-part_003-chunk-0044-ranks-13151-13200,,3.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_003_output.jsonl
13177,280600,BloodLust Shadowhunter,345,0.8,"20,000 .. 50,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,BloodLust hunter,fixed_named_single,2.0,Rebel/Outlaw,Hero/Warrior,Uncertain,True,True,True,2.0,medium,primary_shadow_reassigned_from_secondary_or_tertiary,Shadow/Antihero,Rebel/Outlaw,Hero/Warrior,2.0,1.0,1.0,1.0,yes,False,False,metadata_inference,none,Vampire hunter protagonist.,10001-15000,,,steam-v006-rest54mini-part_003-chunk-0044-ranks-13151-13200,,3.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_003_output.jsonl
13186,1251300,Last Floor,345,0.7130434782608696,"100,000 .. 200,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Last Floor survivor,fixed_named_single,2.0,Everyman/Orphan,Hero/Warrior,Uncertain,True,True,True,1.0,low,primary_shadow_reassigned_from_secondary_or_tertiary,Shadow/Antihero,Everyman/Orphan,Hero/Warrior,2.0,1.0,1.0,1.0,yes,False,False,metadata_inference,none,Horror survival protagonist.,10001-15000,,,steam-v006-rest54mini-part_003-chunk-0044-ranks-13151-13200,,3.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_003_output.jsonl
13192,230650,Lords of Football,344,0.5145348837209303,"50,000 .. 100,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Football manager,simulator_or_management_role,2.0,Ruler/Leader,Creator/Artist,Hero/Warrior,True,False,False,0.0,none,original_primary_valid_12,Ruler/Leader,Creator/Artist,Hero/Warrior,2.0,1.0,0.0,2.0,yes,False,False,general_knowledge,simulator_or_management,Club management role.,10001-15000,,,steam-v006-rest54mini-part_003-chunk-0044-ranks-13151-13200,,3.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_003_output.jsonl
13203,988480,Warhammer Age of Sigmar: Champions,344,0.6337209302325582,"100,000 .. 200,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Hero,customizable_but_defined,2.0,Hero/Warrior,Ruler/Leader,Magician/Transformer,True,False,False,0.0,none,original_primary_valid_12,Hero/Warrior,Ruler/Leader,Magician/Transformer,2.0,1.0,2.0,1.0,yes,False,False,metadata_inference,none,Custom card-game champion avatar,10001-15000,,,steam-v006-rest54mini-part_003-chunk-0045-ranks-13201-13250,,3.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_003_output.jsonl
13718,622890,NecroWorm,319,0.4263322884012539,"20,000 .. 50,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Necroworm,nonhuman_fixed_protagonist,2.0,Magician/Transformer,Hero/Warrior,Uncertain,True,True,True,3.0,high,primary_shadow_reassigned_from_secondary_or_tertiary,Shadow/Antihero,Magician/Transformer,Hero/Warrior,2.0,1.0,1.0,1.0,yes,False,False,general_knowledge,pure_strategy_or_systemic_role,Player controls a giant worm,10001-15000,,,steam-v006-rest54mini-part_003-chunk-0055-ranks-13701-13750,,3.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_003_output.jsonl
14115,1349830,RONIN: Two Souls CHAPTER 1,301,0.7906976744186046,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Ronin dual-soul lead,fixed_dual,2.0,Hero/Warrior,Explorer/Seeker,Uncertain,True,True,True,2.0,medium,primary_shadow_reassigned_from_secondary_or_tertiary,Shadow/Antihero,Hero/Warrior,Explorer/Seeker,2.0,1.0,1.0,2.0,yes,False,False,metadata_inference,none,"Dual souls, action-focused",10001-15000,,,steam-v006-rest54mini-part_003-chunk-0063-ranks-14101-14150,,3.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_003_output.jsonl
14121,1895860,Monster Girls and the Mysterious Adventure 2,301,0.9003322259136213,"20,000 .. 50,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Monster girl party leader,fixed_ensemble,2.0,Explorer/Seeker,Lover,Hero/Warrior,True,False,False,0.0,none,original_primary_valid_12,Explorer/Seeker,Lover,Hero/Warrior,2.0,1.0,2.0,2.0,yes,False,False,metadata_inference,none,Party-based dungeon RPG,10001-15000,,,steam-v006-rest54mini-part_003-chunk-0063-ranks-14101-14150,,3.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_003_output.jsonl
14148,1600500,유어 블라이트,300,0.9033333333333332,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Your Blight protagonist,fixed_named_single,2.0,Rebel/Outlaw,Magician/Transformer,Uncertain,True,True,True,2.0,medium,primary_shadow_reassigned_from_secondary_or_tertiary,Shadow/Antihero,Rebel/Outlaw,Magician/Transformer,2.0,1.0,1.0,2.0,yes,False,False,metadata_inference,none,Dark fantasy protagonist,10001-15000,,,steam-v006-rest54mini-part_003-chunk-0063-ranks-14101-14150,,3.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_003_output.jsonl
14303,32750,Comanche 4,293,0.9044368600682594,"50,000 .. 100,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Comanche 4,strategy_or_systemic_role,2.0,Hero/Warrior,Ruler/Leader,Sage/Investigator,True,False,False,0.0,none,original_primary_valid_12,Hero/Warrior,Ruler/Leader,Sage/Investigator,2.0,1.0,0.0,2.0,yes,False,False,general_knowledge,pure_strategy_or_systemic_role,Helicopter squad command,10001-15000,,,steam-v006-rest54mini-part_003-chunk-0067-ranks-14301-14350,,3.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_003_output.jsonl
14308,581520,Sakura Magical Girls,293,0.7406143344709898,"20,000 .. 50,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Sakura Magical Girls,fixed_ensemble,2.0,Magician/Transformer,Hero/Warrior,Lover,True,False,False,0.0,none,original_primary_valid_12,Magician/Transformer,Hero/Warrior,Lover,2.0,1.0,2.0,2.0,yes,False,False,metadata_inference,none,Magical girls ensemble,10001-15000,,,steam-v006-rest54mini-part_003-chunk-0067-ranks-14301-14350,,3.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_003_output.jsonl
14310,946990,Secret Government,293,0.5358361774744027,"100,000 .. 200,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Secret Government,strategy_or_systemic_role,2.0,Ruler/Leader,Sage/Investigator,Rebel/Outlaw,True,False,False,0.0,none,original_primary_valid_12,Ruler/Leader,Sage/Investigator,Rebel/Outlaw,2.0,1.0,0.0,2.0,yes,False,False,general_knowledge,pure_strategy_or_systemic_role,Shadow-government management,10001-15000,,,steam-v006-rest54mini-part_003-chunk-0067-ranks-14301-14350,,3.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_003_output.jsonl
14311,1020330,Khan VS Kahn,293,0.590443686006826,"100,000 .. 200,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Khan VS Kahn,fixed_named_single,2.0,Ruler/Leader,Hero/Warrior,Rebel/Outlaw,True,False,False,0.0,none,original_primary_valid_12,Ruler/Leader,Hero/Warrior,Rebel/Outlaw,2.0,1.0,1.0,1.0,yes,False,False,metadata_inference,none,Named rival conflict,10001-15000,,,steam-v006-rest54mini-part_003-chunk-0067-ranks-14301-14350,,3.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_003_output.jsonl
14313,1330890,Crystal Caves HD,293,0.9829351535836176,"20,000 .. 50,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Crystal Caves HD,silent_fixed_protagonist,2.0,Explorer/Seeker,Innocent,Hero/Warrior,True,False,False,0.0,none,original_primary_valid_12,Explorer/Seeker,Innocent,Hero/Warrior,2.0,1.0,2.0,1.0,yes,False,False,general_knowledge,none,Classic silent platformer,10001-15000,,,steam-v006-rest54mini-part_003-chunk-0067-ranks-14301-14350,,3.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_003_output.jsonl
14322,2109640,Cross Concerto,293,0.9283276450511946,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Cross Concerto,fixed_named_single,2.0,Creator/Artist,Lover,Magician/Transformer,True,False,False,0.0,none,original_primary_valid_12,Creator/Artist,Lover,Magician/Transformer,2.0,1.0,1.0,2.0,yes,False,False,metadata_inference,none,Concert-themed fixed lead,10001-15000,,,steam-v006-rest54mini-part_003-chunk-0067-ranks-14301-14350,,3.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_003_output.jsonl
