a,h,pn,pt,pc,p,s,t,ac,su,sh,pp,nc,inc,ex,mr,eb,note,custom_id,split_label
2218750,n,,nop,2,NA,NA,NA,3,0,1,2,0,n,nop,False,g,"Selectable heroes, minimal narrative identity.",steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55
653530,y,Insurance investigator,frs,3,SAG,EXP,EVE,3,3,0,2,3,y,none,False,g,Investigator reconstructs shipboard deaths.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55
571740,n,Golf It!,spr,3,NA,NA,NA,3,0,0,0,0,n,spr,False,g,Mini-golf sports role only,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55
288160,y,The Room,pav,2,SAG,EXP,MAG,2,2,1,3,2,m,none,True,g,Implied occult puzzle investigator,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55
460790,y,Bayonetta,fns,3,HER,MAG,JES,3,3,1,0,3,y,none,False,g,Named witch action heroine,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55
278360,y,A Story About My Uncle,frs,3,EXP,INN,LOV,3,3,0,1,2,y,none,False,g,Boy seeks missing uncle,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55
601430,y,The Evil Within 2,fns,3,CAR,HER,SHA,3,3,2,0,3,y,none,False,g,Sebastian rescues daughter through horror,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55
1809540,y,Nine Sols,nfx,3,SHA,HER,EXP,3,3,2,0,3,y,none,False,g,Yi's vengeance becomes redemption,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55
287290,y,Resident Evil Revelations 2,fen,3,HER,CAR,EVE,3,3,1,0,3,y,multi,False,g,Four survivor protagonists across episodes,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55
975370,n,Dwarf Fortress,sys,3,NA,NA,NA,3,0,0,0,1,n,sys,False,g,Fortress civilization simulation,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55
1509960,n,PICO PARK,nop,3,NA,NA,NA,3,0,0,0,0,n,nop,False,g,Co-op puzzle cats lack narrative,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55
104900,n,ORION: Prelude,nop,3,NA,NA,NA,3,0,0,1,0,n,multi,False,g,Generic multiplayer dinosaur shooter,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55
794260,y,Outward Definitive Edition,cbd,2,EVE,EXP,HER,2,2,0,3,2,m,none,False,g,Custom ordinary adventurer survives abroad,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55
47810,y,Dragon Age: Origins - Ultimate Edition,cbd,3,HER,RUL,EXP,3,3,1,2,3,y,none,False,g,Custom Grey Warden saves Ferelden,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55
292730,y,Call of Duty: Infinite Warfare,fns,3,RUL,HER,CAR,3,3,1,0,2,y,none,False,g,Reyes bears command burden,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55
1189490,y,觅长生,cbd,2,EXP,MAG,SAG,2,2,0,3,2,m,none,True,m,Custom cultivator seeks immortality,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55
1584090,y,Touhou Mystia's Izakaya,fns,3,CAR,CRE,LOV,3,3,0,0,2,y,none,False,g,Mystia cooks and restores bonds,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55
282800,n,100% Orange Juice,nop,3,NA,NA,NA,3,0,0,0,0,n,multi,False,g,Crossover board game cast,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55
24010,n,Train Simulator Classic,sim,3,NA,NA,NA,3,0,0,0,0,n,sim,False,g,Train operation simulator,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55
2051620,n,Enlisted: Reinforced,nop,3,NA,NA,NA,3,0,0,1,0,n,multi,False,g,Multiplayer squad warfare,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55
474960,y,Quantum Break,fns,3,HER,MAG,EXP,3,3,1,0,3,y,none,False,g,Jack Joyce controls fractured time,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55
238010,y,Deus Ex: Human Revolution - Director's Cut,fns,3,SAG,SHA,HER,3,3,2,1,3,y,none,False,g,Adam Jensen investigates augmentation conspiracy,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55
655500,n,MX Bikes,spr,3,NA,NA,NA,3,0,0,0,0,n,spr,False,g,Motorcycle racing simulation,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55
585420,n,Trailmakers,sim,3,NA,NA,NA,3,0,0,1,0,n,sim,False,g,Vehicle-building sandbox,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55
960990,y,Beyond: Two Souls,fns,3,EVE,MAG,EXP,3,3,1,0,3,y,none,False,g,Jodie outsider bound to entity,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55
39140,y,FINAL FANTASY VII,fns,3,HER,SHA,EXP,3,3,2,0,3,y,none,False,g,Cloud's identity and hero journey,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55
668630,y,Tricolour Lovestory,frs,2,LOV,EVE,INN,2,2,0,2,2,m,none,True,m,School romance visual novel lead,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55
1337520,n,Risk of Rain Returns,nop,3,NA,NA,NA,3,0,0,1,1,n,multi,False,g,"Selectable survivors, no main protagonist",steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55
475550,y,Beholder,fns,3,SHA,CAR,RUL,3,3,3,1,3,y,none,False,g,Carl surveils tenants for family,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55
1966900,n,20 Minutes Till Dawn,nop,3,NA,NA,NA,3,0,0,1,0,n,multi,False,g,Arcade roguelite selectable characters,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55
41070,y,Serious Sam 3: BFE,fns,3,HER,JES,SHA,3,3,1,0,1,y,none,False,g,Sam's brash alien slaughter,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55
1448440,y,Wo Long: Fallen Dynasty,cbd,3,HER,EXP,REB,2,2,1,2,2,m,none,False,g,Custom militia hero in chaos,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55
335240,n,Transformice,nop,3,NA,NA,NA,3,0,0,1,0,n,multi,False,g,Multiplayer mice platforming,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55
17470,y,Dead Space (2008),fns,3,EVE,HER,LOV,3,3,1,0,3,y,none,False,g,Engineer survives to find Nicole,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55
1066780,n,Transport Fever 2,sim,3,NA,NA,NA,3,0,0,0,0,n,sim,False,g,Transport network management,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55
1455840,n,Dorfromantik,sys,3,NA,NA,NA,3,0,0,0,0,n,sys,False,g,Abstract landscape tile system,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55
1388880,u,Doki Doki Literature Club Plus!,unc,1,UNC,UNC,UNC,1,1,2,2,3,m,info,True,g,Meta VN complicates protagonist identity,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55
557340,y,My Friend Pedro,sfx,3,SHA,JES,HER,3,3,2,1,2,y,none,False,g,Silent gunman follows chaotic banana,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55
230290,n,Universe Sandbox,sim,3,NA,NA,NA,3,0,0,0,0,n,sim,False,g,Cosmic physics sandbox,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55
339800,y,HuniePop,pav,2,LOV,JES,EVE,2,1,0,3,1,m,none,True,g,Dating sim player avatar,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55
953490,y,CARRION,nfx,3,SHA,REB,MAG,3,3,3,0,2,y,none,False,g,Escaped monster consumes captors,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55
418500,n,Rising Storm 2: Vietnam,nop,3,NA,NA,NA,3,0,0,1,0,n,multi,False,g,Multiplayer historical shooter,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55
1124300,n,HUMANKIND,sys,3,NA,NA,NA,3,0,0,0,1,n,sys,False,g,Civilization-scale strategy role,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55
324800,y,Shadow Warrior 2,fns,3,JES,HER,SHA,3,3,2,0,2,y,none,False,g,Lo Wang wisecracking demon slayer,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55
459820,y,Crush Crush,pav,2,LOV,JES,EVE,2,1,0,3,1,m,none,True,g,Idle dating avatar,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55
492720,n,Tropico 6,sys,3,NA,NA,NA,3,0,0,1,1,n,sys,False,g,Island dictatorship management,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55
2369390,y,Far Cry 6,cbd,3,REB,HER,EVE,3,3,1,1,3,y,none,False,g,Dani joins guerrilla revolution,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55
238090,y,Sniper Elite 3,fns,3,HER,SAG,EVE,3,2,1,0,1,y,none,False,g,Karl Fairburne tactical sniper,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55
1222730,y,STAR WARS: Squadrons,cbd,2,HER,RUL,REB,2,2,1,2,2,m,multi,True,g,Custom pilots on both sides,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55
1718570,y,ASTLIBRA Revision,frs,2,EXP,HER,LOV,2,3,1,1,3,y,none,False,g,Hero searches for childhood friend,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55
1211020,n,Wobbly Life,nop,3,NA,NA,NA,3,0,0,2,0,n,nop,False,g,"Open sandbox avatar, no narrative",steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55
553640,y,ICEY,fns,3,HER,SHA,SAG,3,3,2,0,3,y,none,False,g,ICEY resists narrated reality,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55
333600,y,NEKOPARA Vol. 1,fns,3,LOV,CRE,CAR,2,2,0,1,2,y,none,False,g,Kashou romance VN protagonist,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55
774801,n,Crab Champions,nop,3,NA,NA,NA,0,0,0,0,0,n,nop,False,g,Arcade crab combat no narrative lead,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55
744900,y,Dead Frontier 2,pav,2,EVE,HER,EXP,1,1,1,3,1,m,multi,True,g,MMO zombie survivor avatar,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55
304240,y,Resident Evil,fdu,3,HER,SAG,EVE,3,3,0,1,2,y,none,False,g,Jill or Chris survival investigation,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55
1408720,n,Krunker,nop,3,NA,NA,NA,0,0,0,0,0,n,multi,False,g,Multiplayer arena shooter,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55
204300,n,Awesomenauts,nop,3,NA,NA,NA,0,0,0,0,0,n,multi,False,g,MOBA roster no main protagonist,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55
1520470,n,封灵档案,nop,2,NA,NA,NA,0,0,0,0,0,n,multi,True,m,Asymmetric multiplayer horror roles,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55
409720,y,BioShock 2 Remastered,nfx,3,CAR,HER,SHA,3,3,2,1,3,y,none,False,g,Subject Delta protects Eleanor,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55
391720,y,Layers of Fear (2016),frs,3,CRE,SHA,SAG,3,3,3,1,3,y,none,False,g,Obsessed painter haunted by guilt,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55
413420,y,Danganronpa 2: Goodbye Despair,fns,3,SAG,EVE,EXP,3,3,1,1,3,y,none,False,g,Hajime investigates killing game identity,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55
767560,n,War Robots,nop,3,NA,NA,NA,0,0,0,0,0,n,multi,False,g,Robot battles no character lead,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55
464920,n,Surviving Mars,sys,3,NA,NA,NA,0,0,0,0,0,n,sys,False,g,Colony management system role,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55
80,n,Counter-Strike: Condition Zero,nop,3,NA,NA,NA,0,0,0,0,0,n,multi,False,g,Tactical shooter missions no stable lead,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55
859580,n,Imperator: Rome,sys,3,NA,NA,NA,0,0,0,0,0,n,sys,False,g,Grand strategy nation control,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55
22320,y,The Elder Scrolls III: Morrowind Game of the Year Edition,cbd,3,EXP,HER,MAG,3,3,1,3,3,y,none,False,g,Custom Nerevarine destiny quest,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55
1084600,y,My Time at Sandrock,cbd,3,CRE,CAR,EXP,3,3,0,3,2,y,none,False,g,Custom builder restores community,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55
996470,n,eFootball PES 2020,spr,3,NA,NA,NA,0,0,0,0,0,n,spr,False,g,Sports team control,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55
249130,y,LEGO Marvel Super Heroes,fen,3,HER,JES,CAR,2,2,0,1,1,y,multi,False,g,Marvel hero ensemble comedy,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55
1262350,y,SIGNALIS,nfx,3,LOV,EXP,SHA,3,3,2,1,3,y,none,False,g,Elster searches for Ariane,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55
233130,y,Shadow Warrior,fns,3,HER,JES,REB,3,3,1,1,2,y,none,False,g,Lo Wang wisecracking demon fighter,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55
2532550,y,LIZARDS MUST DIE,fen,2,HER,REB,SHA,2,1,1,1,0,m,other,True,m,Meme action Slavic warriors,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55
584400,y,Sonic Mania,fen,3,HER,EXP,JES,2,2,0,1,1,y,none,False,g,Sonic team stops Eggman,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55
384190,y,ABZU,sfx,3,EXP,INN,MAG,2,3,0,2,2,y,none,False,g,Silent diver explores ocean mystery,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55
699130,u,World War Z,fen,1,EVE,HER,CAR,1,1,1,2,1,m,multi,True,g,"Episodic survivor squads, weak focus",steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55
578650,y,The Outer Worlds,cbd,3,EXP,REB,HER,3,3,1,3,3,y,none,False,g,Custom captain challenges corporate colonies,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55
260230,y,Valiant Hearts: The Great War / Soldats Inconnus : Mémoires de la Grande Guerre,fen,3,EVE,CAR,HER,3,3,1,1,3,y,none,False,g,Civilian soldiers endure World War I,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55
47780,y,Dead Space 2,fns,3,EVE,HER,SHA,3,3,2,1,3,y,none,False,g,Isaac survives trauma and outbreak,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55
420290,n,Blackwake,nop,3,NA,NA,NA,0,0,0,0,0,n,multi,False,g,Multiplayer naval combat roles,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55
1180380,y,Stay Out,pav,2,EXP,EVE,HER,1,1,1,3,1,m,multi,True,m,Stalker MMO avatar survives Zone,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55
209170,y,Call of Duty: Ghosts,fns,2,HER,CAR,SHA,2,2,1,1,2,y,none,False,g,Logan fights with family squad,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55
1692250,n,F1 22,spr,3,NA,NA,NA,0,0,0,0,0,n,spr,False,g,Racing sports driver role,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55
736190,y,Chinese Parents,pav,2,INN,EVE,EXP,2,2,0,3,2,m,sim,True,g,Child life sim avatar,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55
314160,n,Microsoft Flight Simulator X: Steam Edition,sim,3,NA,NA,NA,0,0,0,0,0,n,sim,False,g,Flight simulation no protagonist,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55
50,y,Half-Life: Opposing Force,sfx,3,HER,EVE,SAG,2,3,0,2,2,y,none,False,g,Adrian Shephard silent marine survivor,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55
302830,n,BLOCKADE 3D,nop,3,NA,NA,NA,0,0,0,0,0,n,multi,False,g,Voxel multiplayer shooter sandbox,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55
1113560,y,NieR Replicant ver.1.22474487139...,fns,3,CAR,HER,SHA,3,3,2,1,3,y,none,False,g,Brother seeks cure for Yonah,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55
383150,y,Dead Island Definitive Edition,fen,3,EVE,HER,SHA,2,2,1,2,1,y,multi,False,g,Selectable immune survivor ensemble,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55
213610,y,Sonic Adventure 2,fen,3,HER,SHA,REB,2,2,2,1,2,y,none,False,g,Hero and dark character ensemble,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55
355840,n,Survarium,nop,3,NA,NA,NA,0,0,0,0,0,n,multi,False,g,Online shooter no main character,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55
226700,n,Infestation: Survivor Stories 2020,nop,2,NA,NA,NA,0,0,0,0,0,n,multi,True,g,Survival MMO lacks narrative lead,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55
34030,n,Total War: NAPOLEON – Definitive Edition,sys,3,NA,NA,NA,0,0,0,0,0,n,sys,False,g,Strategy faction and armies,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55
1343400,y,RuneScape,cbd,2,EXP,HER,SAG,2,2,1,3,3,m,multi,True,g,MMO adventurer becomes quest hero,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55
1468260,n,Leaf Blower Revolution - Idle Game,sim,3,NA,NA,NA,0,0,0,0,0,n,sim,False,g,Idle progression no protagonist,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55
71340,y,Sonic Generations Collection,fdu,3,HER,EXP,JES,2,2,0,1,1,y,none,False,g,Classic and modern Sonic duo,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55
63380,y,Sniper Elite V2,fns,3,HER,SAG,SHA,2,2,1,1,1,y,none,False,g,Karl Fairburne wartime sniper,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55
1106840,n,Hydroneer,sim,3,NA,NA,NA,0,0,0,0,0,n,sim,False,g,Mining sandbox sim avatar,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55
247080,y,Crypt of the NecroDancer,fns,3,EXP,HER,CRE,2,2,0,1,2,y,none,False,g,Cadence descends through musical crypt,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55
365450,y,Hacknet,frs,3,SAG,REB,EXP,3,3,1,3,2,y,none,False,g,Player hacker uncovers Bit mystery,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55
589290,n,Holdfast: Nations At War,nop,3,NA,NA,NA,0,0,0,0,0,n,multi,False,g,Multiplayer historical battle roles,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55
916440,n,Anno 1800,sys,3,NA,NA,NA,0,0,0,0,0,n,sys,False,g,City and trade empire management,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55
7940,y,Soap/Jackson/Price,fen,2,HER,CAR,EVE,2,2,1,2,2,m,multi,False,g,Rotating military campaign protagonists,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55
209650,y,Jack Mitchell,fns,3,HER,REB,EVE,3,3,1,2,2,y,none,False,g,Soldier turns against corrupt power,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55
1149620,n,,sim,3,NA,NA,NA,3,0,0,3,0,n,sim,False,g,Business management simulator,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55
447020,n,,sim,3,NA,NA,NA,3,0,0,3,0,n,sim,False,g,Farm operation simulator,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55
42680,y,Frost/Yuri/Price,fen,2,HER,CAR,SHA,2,2,1,2,2,m,multi,False,g,Multiple soldier viewpoints,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55
2280,y,Doomguy,sfx,3,HER,SHA,REB,3,3,2,2,1,y,none,False,g,Silent demon-slaying marine,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55
34330,n,,sys,3,NA,NA,NA,3,0,0,2,1,n,sys,False,g,Clan and campaign command,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55
993090,n,,nop,3,NA,NA,NA,3,0,0,0,0,n,info,False,g,"Software utility, not narrative game",steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55
2531310,y,Ellie/Abby,fdu,3,SHA,REB,LOV,3,3,3,1,3,y,multi,False,g,Dual revenge-trauma protagonists,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55
583950,n,,nop,3,NA,NA,NA,3,0,0,1,0,n,nop,False,g,Competitive card game,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55
1549970,y,Colonial Marine,pav,2,HER,CAR,EVE,2,1,0,3,1,m,multi,False,g,Custom marine in squad shooter,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55
221640,n,,nop,3,NA,NA,NA,3,0,0,0,0,n,nop,False,g,Abstract action game,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55
736220,n,,nop,3,NA,NA,NA,3,0,0,2,0,n,multi,False,g,Multiplayer WWII roles only,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55
291650,y,The Watcher,cbd,3,EXP,SAG,HER,3,3,1,3,3,y,none,False,g,Custom soul-seeking Watcher,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55
1171690,u,Wayfinder,unc,1,UNC,UNC,UNC,1,1,1,2,1,m,unk,True,u,Online hero identity unclear,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55
1062520,n,,sim,3,NA,NA,NA,3,0,0,3,0,n,sim,False,g,Life and town-building sim,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55
729040,y,Vault Hunters,fen,3,REB,HER,SHA,2,2,2,2,2,m,multi,False,g,Selectable ensemble of mercenary hunters,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55
1237320,y,Sonic,nfx,3,HER,EXP,JES,3,3,0,1,2,y,none,False,g,Iconic heroic explorer hedgehog,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55
365360,n,,sys,3,NA,NA,NA,3,0,1,2,1,n,sys,False,g,Mercenary company management,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55
208580,y,Jedi Exile,cbd,3,EXP,SHA,SAG,3,3,2,3,3,y,none,False,g,Exiled Jedi seeks identity and truth,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55
1583320,n,,spr,3,NA,NA,NA,3,0,0,2,0,n,spr,False,m,Online soccer role,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55
19680,y,Alice Liddell,fns,3,SHA,EXP,MAG,3,3,3,1,3,y,none,False,g,Traumatized Alice traverses Wonderland,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55
903950,n,,pav,2,NA,NA,NA,2,0,1,3,0,n,nop,False,g,Survival MMO avatar,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55
682990,y,Eddie,fns,3,REB,SHA,EVE,3,3,3,2,2,y,none,False,g,Criminal antihero dealer,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55
1056640,y,ARKS operative,cbd,2,HER,EXP,MAG,2,2,0,3,2,m,multi,False,g,Custom sci-fi MMO hero,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55
1989270,y,The Long Quiet,frs,3,MAG,LOV,SHA,3,3,2,2,3,y,none,False,g,Metaphysical choice-bound protagonist,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55
1263850,n,,spr,3,NA,NA,NA,3,0,0,2,0,n,spr,False,g,Football club management role,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55
221680,n,,nop,3,NA,NA,NA,3,0,0,0,0,n,info,False,g,Music learning software,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55
392160,n,,pav,2,NA,NA,NA,2,0,0,3,1,n,sys,False,g,Open-ended space sandbox,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55
316010,n,,nop,3,NA,NA,NA,3,0,0,1,0,n,nop,False,g,Digital card battles,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55
400750,n,,sys,3,NA,NA,NA,3,0,0,2,0,n,sys,False,g,WWII tactical command game,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55
32440,y,Star Wars heroes,fen,3,HER,REB,CAR,2,2,1,1,2,m,multi,False,g,Saga-spanning playable ensemble,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55
977400,n,,sys,3,NA,NA,NA,3,0,0,1,0,n,sys,False,g,Evolution clicker system,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55
99900,y,Spiral Knight,pav,2,HER,EXP,CAR,2,1,0,3,1,m,multi,False,g,Custom knight in MMO adventure,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55
211500,n,,spr,3,NA,NA,NA,3,0,0,2,0,n,spr,False,m,Racing simulation,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55
11020,n,,spr,3,NA,NA,NA,3,0,0,2,0,n,spr,False,g,Time-trial racing game,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55
1262540,y,Street racer,pav,2,REB,EXP,EVE,2,1,1,3,1,m,spr,False,g,Silent street-racing avatar,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55
434650,y,Treasure hunter,frs,2,EXP,HER,REB,2,1,1,2,1,m,none,False,g,Generic castle-raiding adventurer,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55
494840,n,,sim,3,NA,NA,NA,3,0,1,2,1,n,sim,False,g,Submarine crew command simulator,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55
519860,y,DuskDude,sfx,3,HER,SHA,REB,3,3,2,2,1,y,none,False,g,Silent cult-fighting shooter hero,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55
1372880,n,,pav,2,NA,NA,NA,2,0,1,3,0,n,unk,True,u,Defunct survival MMO avatar,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55
1240210,y,User,frs,2,JES,EXP,CRE,2,2,0,3,2,m,other,True,g,Meta player-character interaction,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55
285920,n,,pav,2,NA,NA,NA,2,0,0,3,0,n,sim,False,g,Vehicle-building sandbox avatar,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55
1599600,n,,sim,3,NA,NA,NA,3,0,0,2,0,n,sim,False,g,Restaurant management roguelite,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55
1097840,y,Kait Diaz,fns,3,HER,EXP,SHA,3,3,2,1,3,y,none,False,g,Soldier investigates dangerous heritage,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55
239160,y,Garrett,fns,3,REB,SHA,SAG,3,3,3,1,2,y,none,False,g,Master thief antihero,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55
302670,n,,sys,3,NA,NA,NA,3,0,0,2,0,n,sys,False,g,Tactical military command,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55
323850,n,,nop,3,NA,NA,NA,3,0,0,1,0,n,nop,False,g,Party arena game,steam-v005-top1000-55-chunk-00018-ranks-851-900,top1000_55
