appid,llm5_has_clear_main_protagonist,llm5_protagonist_name,llm5_protagonist_type,llm5_protagonist_confidence_0_3,llm5_primary_archetype,llm5_secondary_archetype,llm5_tertiary_archetype,llm5_archetype_confidence_0_3,llm5_archetype_suitability_0_3,llm5_shadow_load_0_3,llm5_player_projection_0_3,llm5_narrative_complexity_0_3,llm5_suggested_include_in_final_corpus,llm5_exclusion_reason,llm5_needs_manual_review,llm5_evidence_basis,llm5_note,llm5_custom_id,llm5_split_label,llm5_model_used
254700,yes,Resident Evil 4 (2005),fixed_named_single,3,Hero/Warrior,Caregiver/Guardian,Sage/Investigator,3,3,1,1,2,yes,none,False,general_knowledge,Leon rescues Ashley from cult,steam-v005-top1000-55-chunk-00006-ranks-251-300,top1000_55,gpt-5.5
447040,yes,Watch_Dogs 2,fixed_named_single,3,Rebel/Outlaw,Jester/Trickster,Sage/Investigator,3,3,1,2,2,yes,none,False,general_knowledge,Marcus hacks against surveillance systems,steam-v005-top1000-55-chunk-00006-ranks-251-300,top1000_55,gpt-5.5
205100,yes,Dishonored,fixed_named_single,3,Shadow/Antihero,Hero/Warrior,Caregiver/Guardian,3,3,3,2,3,yes,none,False,general_knowledge,Corvo avenges empress and protects Emily,steam-v005-top1000-55-chunk-00006-ranks-251-300,top1000_55,gpt-5.5
291480,no,Warface: Clutch,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,3,0,0,2,0,no,multiplayer_only_or_no_story_focus,False,general_knowledge,Online shooter classes only,steam-v005-top1000-55-chunk-00006-ranks-251-300,top1000_55,gpt-5.5
550650,no,Black Squad,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,3,0,0,2,0,no,multiplayer_only_or_no_story_focus,False,general_knowledge,Competitive shooter lacks protagonist,steam-v005-top1000-55-chunk-00006-ranks-251-300,top1000_55,gpt-5.5
2001120,yes,Split Fiction,fixed_dual,3,Creator/Artist,Explorer/Seeker,Hero/Warrior,2,3,1,1,3,yes,none,False,general_knowledge,Mio and Zoe traverse authored worlds,steam-v005-top1000-55-chunk-00006-ranks-251-300,top1000_55,gpt-5.5
1466860,no,Age of Empires IV: Anniversary Edition,strategy_or_systemic_role,3,Not applicable,Not applicable,Not applicable,3,0,0,1,0,no,pure_strategy_or_systemic_role,False,general_knowledge,"Civilization strategy, systemic control",steam-v005-top1000-55-chunk-00006-ranks-251-300,top1000_55,gpt-5.5
815370,yes,Green Hell,fixed_named_single,3,Explorer/Seeker,Lover,Everyman/Orphan,3,3,2,2,3,yes,none,False,general_knowledge,Jake searches jungle and memory,steam-v005-top1000-55-chunk-00006-ranks-251-300,top1000_55,gpt-5.5
206440,yes,To the Moon,fixed_dual,3,Caregiver/Guardian,Sage/Investigator,Magician/Transformer,3,3,0,1,3,yes,none,False,general_knowledge,Doctors alter memories to grant wish,steam-v005-top1000-55-chunk-00006-ranks-251-300,top1000_55,gpt-5.5
1150690,yes,OMORI,fixed_named_single,3,Shadow/Antihero,Everyman/Orphan,Innocent,3,3,3,1,3,yes,none,False,general_knowledge,Sunny confronts trauma through Omori,steam-v005-top1000-55-chunk-00006-ranks-251-300,top1000_55,gpt-5.5
39210,yes,FINAL FANTASY XIV Online,customizable_but_defined,3,Hero/Warrior,Explorer/Seeker,Caregiver/Guardian,3,3,1,3,3,yes,none,False,general_knowledge,Custom Warrior of Light anchors saga,steam-v005-top1000-55-chunk-00006-ranks-251-300,top1000_55,gpt-5.5
1454400,no,Cookie Clicker,strategy_or_systemic_role,3,Not applicable,Not applicable,Not applicable,3,0,0,1,0,no,pure_strategy_or_systemic_role,False,general_knowledge,"Incremental production system, no character",steam-v005-top1000-55-chunk-00006-ranks-251-300,top1000_55,gpt-5.5
1888930,yes,The Last of Us Part I,fixed_dual,3,Caregiver/Guardian,Shadow/Antihero,Lover,3,3,3,1,3,yes,none,False,general_knowledge,Joel and Ellie bond through survival,steam-v005-top1000-55-chunk-00006-ranks-251-300,top1000_55,gpt-5.5
750920,yes,Shadow of the Tomb Raider: Definitive Edition,fixed_named_single,3,Explorer/Seeker,Hero/Warrior,Shadow/Antihero,3,3,2,1,3,yes,none,False,general_knowledge,Lara seeks artifacts and consequences,steam-v005-top1000-55-chunk-00006-ranks-251-300,top1000_55,gpt-5.5
881100,yes,Noita,silent_fixed_protagonist,2,Magician/Transformer,Explorer/Seeker,Everyman/Orphan,2,2,1,3,1,maybe,none,True,general_knowledge,Silent witch in magical roguelite descent,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55,gpt-5.5
1113000,yes,Persona 4 Golden,customizable_but_defined,3,Sage/Investigator,Explorer/Seeker,Hero/Warrior,3,3,1,2,3,yes,none,False,general_knowledge,Silent transfer student investigates murders,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55,gpt-5.5
211420,yes,DARK SOULS: Prepare To Die Edition,customizable_but_defined,3,Hero/Warrior,Everyman/Orphan,Shadow/Antihero,3,3,2,3,3,yes,none,False,general_knowledge,Chosen Undead endures cursed trials,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55,gpt-5.5
1203620,yes,Enshrouded,customizable_but_defined,2,Hero/Warrior,Explorer/Seeker,Everyman/Orphan,2,2,1,3,1,maybe,none,True,general_knowledge,Custom Flameborn restores ruined realm,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55,gpt-5.5
438740,no,Friday the 13th: The Game,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,multiplayer_only_or_no_story_focus,False,general_knowledge,Asymmetric multiplayer counselors and killer,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55,gpt-5.5
295110,no,Just Survive,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,multiplayer_only_or_no_story_focus,False,general_knowledge,Sandbox MMO survival avatars only,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55,gpt-5.5
206420,yes,Saints Row IV: Re-Elected,customizable_but_defined,3,Rebel/Outlaw,Ruler/Leader,Jester/Trickster,3,3,2,2,2,yes,none,False,general_knowledge,Custom Boss becomes superpowered president,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55,gpt-5.5
1888160,yes,ARMORED CORE VI FIRES OF RUBICON,fixed_role_single,3,Shadow/Antihero,Rebel/Outlaw,Hero/Warrior,3,3,3,2,3,yes,none,False,general_knowledge,Augmented mercenary Raven chooses Rubicon's fate,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55,gpt-5.5
240720,yes,Getting Over It with Bennett Foddy,fixed_named_single,2,Explorer/Seeker,Everyman/Orphan,Jester/Trickster,1,1,0,2,1,maybe,none,True,general_knowledge,Diogenes climbs absurd philosophical obstacle,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55,gpt-5.5
397900,no,Business Tour - Board Game with Online Multiplayer,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,no_clear_protagonist,False,metadata_inference,Digital board game has no protagonist,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55,gpt-5.5
2399830,yes,ARK: Survival Ascended,player_avatar_weakly_defined,2,Everyman/Orphan,Explorer/Seeker,Hero/Warrior,2,1,1,3,1,maybe,multiplayer_only_or_no_story_focus,True,general_knowledge,Custom survivor in dinosaur sandbox,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55,gpt-5.5
331470,yes,Everlasting Summer,fixed_named_single,3,Everyman/Orphan,Lover,Explorer/Seeker,3,3,1,2,2,yes,none,False,general_knowledge,Semyon transported to mysterious summer camp,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55,gpt-5.5
602960,no,Barotrauma,simulator_or_management_role,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,multiplayer_only_or_no_story_focus,False,general_knowledge,Cooperative submarine crew simulation,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55,gpt-5.5
212680,no,FTL: Faster Than Light,strategy_or_systemic_role,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,pure_strategy_or_systemic_role,False,general_knowledge,Player commands ship and crew system,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55,gpt-5.5
863550,yes,HITMAN 2,fixed_named_single,3,Shadow/Antihero,Sage/Investigator,Hero/Warrior,3,3,3,1,2,yes,none,False,general_knowledge,Agent 47 performs calculated assassinations,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55,gpt-5.5
2669320,no,EA SPORTS FC 25,sports_or_racing_role,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,sports_or_racing,False,general_knowledge,Sports teams and career roles,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55,gpt-5.5
787860,no,Farming Simulator 19,simulator_or_management_role,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,simulator_or_management,False,general_knowledge,Agricultural simulation without narrative protagonist,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55,gpt-5.5
620980,no,Beat Saber,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,no_clear_protagonist,False,general_knowledge,Abstract rhythm gameplay only,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55,gpt-5.5
588430,no,Fallout Shelter,simulator_or_management_role,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,simulator_or_management,False,general_knowledge,Vault management overseer role,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55,gpt-5.5
223710,yes,Cry of Fear,fixed_named_single,3,Shadow/Antihero,Everyman/Orphan,Explorer/Seeker,3,3,3,1,3,yes,none,False,general_knowledge,Simon confronts trauma and hallucinated horrors,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55,gpt-5.5
289650,yes,Assassin's Creed Unity,fixed_named_single,3,Rebel/Outlaw,Lover,Hero/Warrior,3,3,2,1,2,yes,none,False,general_knowledge,Arno joins Assassins amid revolution and love,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55,gpt-5.5
224260,no,No More Room in Hell,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,multiplayer_only_or_no_story_focus,False,general_knowledge,Cooperative zombie survival scenarios,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55,gpt-5.5
239030,yes,"Papers, Please",fixed_role_single,3,Everyman/Orphan,Ruler/Leader,Caregiver/Guardian,3,3,2,2,3,yes,none,False,general_knowledge,Border inspector balances law and family,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55,gpt-5.5
203770,no,Crusader Kings II,strategy_or_systemic_role,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,pure_strategy_or_systemic_role,False,general_knowledge,Dynasty strategy through rulers and realms,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55,gpt-5.5
218230,no,PlanetSide 2,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,multiplayer_only_or_no_story_focus,False,general_knowledge,MMO faction warfare lacks protagonist,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55,gpt-5.5
35140,yes,Batman: Arkham Asylum Game of the Year Edition,fixed_named_single,3,Hero/Warrior,Sage/Investigator,Shadow/Antihero,3,3,2,1,2,yes,none,False,general_knowledge,Batman protects Gotham through investigation and combat,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55,gpt-5.5
207610,yes,The Walking Dead,fixed_named_single,3,Caregiver/Guardian,Everyman/Orphan,Shadow/Antihero,3,3,2,1,3,yes,none,False,general_knowledge,Lee protects Clementine after criminal past,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55,gpt-5.5
636480,no,Ravenfield,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,no_clear_protagonist,False,general_knowledge,Sandbox bot battle with generic soldier,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55,gpt-5.5
949230,no,Cities: Skylines II,strategy_or_systemic_role,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,pure_strategy_or_systemic_role,False,general_knowledge,City builder system role,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55,gpt-5.5
766570,no,Russian Fishing 4,simulator_or_management_role,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,simulator_or_management,False,general_knowledge,Fishing simulator without narrative protagonist,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55,gpt-5.5
638970,yes,Yakuza 0,fixed_dual,3,Shadow/Antihero,Rebel/Outlaw,Lover,3,3,3,1,3,yes,none,False,general_knowledge,Kiryu and Majima navigate criminal underworld,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55,gpt-5.5
414340,yes,Hellblade: Senua's Sacrifice,fixed_named_single,3,Hero/Warrior,Shadow/Antihero,Lover,3,3,3,1,3,yes,none,False,general_knowledge,Senua journeys through psychosis for lover,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55,gpt-5.5
977950,no,A Dance of Fire and Ice,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,no_clear_protagonist,False,general_knowledge,Abstract rhythm orbs lack character arc,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55,gpt-5.5
678950,no,DRAGON BALL FighterZ,fixed_ensemble,2,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,multiplayer_only_or_no_story_focus,True,general_knowledge,Roster fighter with ensemble story,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55,gpt-5.5
365670,no,Blender,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,insufficient_information,False,general_knowledge,"Creative software, not narrative game",steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55,gpt-5.5
728880,no,Overcooked! 2,fixed_ensemble,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,multiplayer_only_or_no_story_focus,False,general_knowledge,Cooperative chefs lack individual protagonist,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55,gpt-5.5
233450,no,Prison Architect,simulator_or_management_role,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,simulator_or_management,False,general_knowledge,Prison management simulation role,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55,gpt-5.5
1363080,no,Manor Lords,strategy_or_systemic_role,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,pure_strategy_or_systemic_role,False,general_knowledge,Settlement and army command system,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55,gpt-5.5
238460,yes,BattleBlock Theater,player_avatar_weakly_defined,2,Everyman/Orphan,Jester/Trickster,Explorer/Seeker,2,1,0,3,1,maybe,multiplayer_only_or_no_story_focus,True,general_knowledge,Nameless prisoners escape absurd theater,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55,gpt-5.5
471710,no,Rec Room,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,multiplayer_only_or_no_story_focus,False,general_knowledge,Social VR platform with avatars,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55,gpt-5.5
1237950,yes,STAR WARS Battlefront II,fixed_named_single,2,Rebel/Outlaw,Hero/Warrior,Sage/Investigator,2,2,1,1,2,maybe,multiplayer_only_or_no_story_focus,True,general_knowledge,Campaign follows defecting Iden Versio,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55,gpt-5.5
1533390,no,Gorilla Tag,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,multiplayer_only_or_no_story_focus,False,general_knowledge,VR tag with gorilla avatars only,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55,gpt-5.5
1238860,yes,Battlefield 4,fixed_role_single,2,Hero/Warrior,Everyman/Orphan,Ruler/Leader,2,2,1,2,1,maybe,multiplayer_only_or_no_story_focus,True,general_knowledge,Campaign centers on soldier Recker,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55,gpt-5.5
242050,yes,Assassin’s Creed IV Black Flag,fixed_named_single,3,Rebel/Outlaw,Explorer/Seeker,Shadow/Antihero,3,3,3,1,3,yes,none,False,general_knowledge,Edward Kenway seeks freedom and redemption,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55,gpt-5.5
460950,yes,Katana ZERO,fixed_named_single,3,Shadow/Antihero,Sage/Investigator,Rebel/Outlaw,3,3,3,1,3,yes,none,False,general_knowledge,Amnesiac assassin uncovers manipulated past,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55,gpt-5.5
286160,no,Tabletop Simulator,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,no_clear_protagonist,False,general_knowledge,"Virtual tabletop sandbox, no protagonist",steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55,gpt-5.5
250820,no,SteamVR,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,insufficient_information,False,general_knowledge,VR runtime software,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55,gpt-5.5
493340,no,Planet Coaster,simulator_or_management_role,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,simulator_or_management,False,general_knowledge,Theme park management simulation,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55,gpt-5.5
287390,yes,Metro: Last Light Redux,fixed_named_single,3,Hero/Warrior,Explorer/Seeker,Sage/Investigator,3,3,2,1,3,yes,none,False,general_knowledge,Artyom seeks truth in postwar Metro,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55,gpt-5.5
307690,yes,Sleeping Dogs: Definitive Edition,fixed_named_single,3,Shadow/Antihero,Sage/Investigator,Hero/Warrior,3,3,3,1,3,yes,none,False,general_knowledge,Undercover Wei Shen risks moral collapse,steam-v005-top1000-55-chunk-00007-ranks-301-350,top1000_55,gpt-5.5
200260,yes,Batman,fixed_named_single,3,Hero/Warrior,Shadow/Antihero,Sage/Investigator,3,3,1,0,2,yes,none,False,general_knowledge,Fixed Batman vigilante hero.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55,gpt-5.5
55230,yes,The Boss,customizable_but_defined,3,Rebel/Outlaw,Ruler/Leader,Shadow/Antihero,3,3,2,2,2,yes,none,False,general_knowledge,Custom criminal gang leader.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55,gpt-5.5
265930,yes,Goat,nonhuman_fixed_protagonist,3,Jester/Trickster,Rebel/Outlaw,Explorer/Seeker,2,2,0,1,0,maybe,other,False,general_knowledge,Comic sandbox goat avatar.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55,gpt-5.5
924970,yes,Cleaners,fixed_ensemble,2,Hero/Warrior,Caregiver/Guardian,Everyman/Orphan,2,2,0,2,1,maybe,multiplayer_only_or_no_story_focus,False,general_knowledge,Co-op survivor ensemble.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55,gpt-5.5
2670630,no,,simulator_or_management_role,3,Not applicable,Not applicable,Not applicable,0,0,0,2,0,no,simulator_or_management,False,metadata_inference,Store management simulator.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55,gpt-5.5
213670,yes,New Kid,customizable_but_defined,3,Everyman/Orphan,Hero/Warrior,Jester/Trickster,3,3,0,2,2,yes,none,False,general_knowledge,Custom outsider child hero.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55,gpt-5.5
304430,yes,The Boy,silent_fixed_protagonist,3,Innocent,Everyman/Orphan,Explorer/Seeker,3,3,0,1,2,yes,none,False,general_knowledge,Silent boy in dystopia.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55,gpt-5.5
1286830,yes,Player character,customizable_but_defined,2,Explorer/Seeker,Hero/Warrior,Rebel/Outlaw,2,2,1,3,3,maybe,multiplayer_only_or_no_story_focus,True,general_knowledge,MMO class stories vary.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55,gpt-5.5
424370,yes,Player character,customizable_but_defined,2,Hero/Warrior,Magician/Transformer,Shadow/Antihero,2,2,1,3,2,maybe,none,False,general_knowledge,Custom ex-Purifier action hero.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55,gpt-5.5
1250,no,,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,0,0,0,2,0,no,no_clear_protagonist,False,general_knowledge,Wave shooter without main protagonist.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55,gpt-5.5
2709570,no,,simulator_or_management_role,3,Not applicable,Not applicable,Not applicable,0,0,0,2,0,no,simulator_or_management,False,metadata_inference,Co-op supermarket management.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55,gpt-5.5
431240,no,,sports_or_racing_role,3,Not applicable,Not applicable,Not applicable,0,0,0,1,0,no,sports_or_racing,False,general_knowledge,Mini-golf party game.,steam-v005-top1000-55-chunk-00008-ranks-351-400,top1000_55,gpt-5.5
