a,h,pn,pt,pc,p,s,t,ac,su,sh,pp,nc,inc,ex,mr,eb,note,custom_id,part_no
2963830,y,Skel Dungeon: Heroes Must Die!,fen,1,SHA,REB,MAG,1,1,1,0,1,n,multi,False,m,"Likely enemies/ensemble, low suitability",steam-v006-rest54mini-part_010-chunk-0021-ranks-47001-47050,10
2978970,u,Runet Legend,unc,1,UNC,UNC,UNC,0,0,0,0,1,m,unk,True,m,Legend title too vague,steam-v006-rest54mini-part_010-chunk-0021-ranks-47001-47050,10
2991980,u,러브크레센도,unc,1,UNC,UNC,UNC,0,0,0,0,1,m,unk,True,m,"Romance title, but unclear structure",steam-v006-rest54mini-part_010-chunk-0021-ranks-47001-47050,10
2998990,y,Tilemancer Dungeon,cbd,2,MAG,CRE,EXP,2,2,0,2,1,y,sim,False,m,Dungeon-crafter protagonist implied,steam-v006-rest54mini-part_010-chunk-0021-ranks-47001-47050,10
2999280,y,Mystery Detective Adventure Collector's Edition,fns,2,SAG,EXP,EVE,2,2,0,2,1,y,info,False,m,Detective lead strongly implied,steam-v006-rest54mini-part_010-chunk-0021-ranks-47001-47050,10
3010450,u,EVERCHAINED,unc,1,UNC,UNC,UNC,0,0,0,0,1,m,unk,True,m,No reliable protagonist information,steam-v006-rest54mini-part_010-chunk-0021-ranks-47001-47050,10
3013280,n,Table Top Creature Tracker,sim,2,NA,NA,NA,1,1,0,0,1,n,sim,False,m,"Tracking tool, not protagonist-led",steam-v006-rest54mini-part_010-chunk-0021-ranks-47001-47050,10
3017250,n,SMILE SIMULATION,sim,1,NA,NA,NA,0,0,0,0,1,n,sim,False,m,Simulation role without protagonist,steam-v006-rest54mini-part_010-chunk-0021-ranks-47001-47050,10
3018320,n,Avian Colony,sys,2,NA,NA,NA,1,1,0,0,1,n,sys,False,m,"Colony management, no character lead",steam-v006-rest54mini-part_010-chunk-0021-ranks-47001-47050,10
3021720,u,Lost Mastery,unc,1,UNC,UNC,UNC,0,0,0,0,1,m,unk,True,m,Too vague for safe classification,steam-v006-rest54mini-part_010-chunk-0021-ranks-47001-47050,10
3022680,u,Book of Spells 2,unc,1,UNC,UNC,UNC,0,0,0,0,1,m,unk,True,m,Sequenced title still unclear,steam-v006-rest54mini-part_010-chunk-0021-ranks-47001-47050,10
3033120,u,Sombra,unc,1,UNC,UNC,UNC,0,0,0,0,1,m,unk,True,m,"Single name, no further context",steam-v006-rest54mini-part_010-chunk-0021-ranks-47001-47050,10
3050490,u,TIMEGAL HD-Remaster,unc,1,UNC,UNC,UNC,0,0,0,0,1,m,unk,True,m,"Likely heroine, but insufficient certainty",steam-v006-rest54mini-part_010-chunk-0021-ranks-47001-47050,10
3065500,y,Clearing Blade,fns,2,HER,SHA,EXP,2,2,2,1,1,y,none,False,u,"Action hero slasher, light story.",steam-v006-rest54mini-part_010-chunk-0022-ranks-47051-47100,10
3077180,y,Gamer Stories: Dating Real Japanese Female Gamers,fns,2,LOV,EVE,REB,2,2,0,2,1,y,none,False,m,Dating sim with named player lead.,steam-v006-rest54mini-part_010-chunk-0022-ranks-47051-47100,10
3078190,y,Decipher The Deck,fns,2,SAG,EXP,CRE,2,2,0,1,1,y,none,False,u,"Puzzle card game, likely fixed lead.",steam-v006-rest54mini-part_010-chunk-0022-ranks-47051-47100,10
3091310,n,NA,sim,3,NA,NA,NA,0,1,0,0,0,n,sim,False,u,Cat management/simulation focus.,steam-v006-rest54mini-part_010-chunk-0022-ranks-47051-47100,10
3093840,y,AquaDream,fns,2,INN,EXP,CRE,1,1,0,1,1,y,none,False,u,"Dreamy exploration, unclear specifics.",steam-v006-rest54mini-part_010-chunk-0022-ranks-47051-47100,10
3097570,y,CHAINED,fns,1,SHA,REB,EVE,1,1,3,2,1,y,none,False,u,Likely dark bondage survival game.,steam-v006-rest54mini-part_010-chunk-0022-ranks-47051-47100,10
3102100,y,A Tower's Will,fns,1,RUL,MAG,HER,1,1,0,0,1,y,none,False,u,Tower-centric fantasy protagonist.,steam-v006-rest54mini-part_010-chunk-0022-ranks-47051-47100,10
3103660,y,Ark's Wonder Dungeon,fns,2,EXP,HER,CRE,2,2,0,1,1,y,none,False,u,Dungeon adventure with fixed hero.,steam-v006-rest54mini-part_010-chunk-0022-ranks-47051-47100,10
3130660,y,Sunken Veins,fns,1,EXP,SHA,SAG,1,1,1,0,1,y,none,False,u,Likely exploration horror.,steam-v006-rest54mini-part_010-chunk-0022-ranks-47051-47100,10
3137500,y,EmyLiveShow: How To Write A Bestseller,fns,2,CRE,SAG,EVE,2,2,0,1,1,y,none,False,u,Writing-focused narrative game.,steam-v006-rest54mini-part_010-chunk-0022-ranks-47051-47100,10
3138500,y,The Simp - 舔狗,fns,2,LOV,SHA,EVE,2,2,2,2,1,y,none,False,u,Romantic obsession satire.,steam-v006-rest54mini-part_010-chunk-0022-ranks-47051-47100,10
3141360,y,Levana Horror Tale,fns,2,SHA,EXP,MAG,2,2,3,1,1,y,none,False,u,Horror tale with named lead.,steam-v006-rest54mini-part_010-chunk-0022-ranks-47051-47100,10
3152970,n,NA,spr,3,NA,NA,NA,0,1,0,1,0,n,spr,False,u,"Arena tag game, no protagonist.",steam-v006-rest54mini-part_010-chunk-0022-ranks-47051-47100,10
3169660,n,NA,spr,2,NA,NA,NA,0,0,0,0,0,n,spr,False,u,Likely multiplayer party racer.,steam-v006-rest54mini-part_010-chunk-0022-ranks-47051-47100,10
3180520,n,NA,spr,2,NA,NA,NA,0,0,0,1,0,n,spr,False,u,"Bubble battle, arcade role.",steam-v006-rest54mini-part_010-chunk-0022-ranks-47051-47100,10
3183640,y,Demon Hunters,fen,2,HER,SHA,RUL,1,2,2,1,1,y,multi,False,u,Likely team of demon hunters.,steam-v006-rest54mini-part_010-chunk-0022-ranks-47051-47100,10
3189350,y,Narcissus,fns,2,EVE,LOV,SHA,1,1,1,0,1,y,none,False,u,Self-focused character study.,steam-v006-rest54mini-part_010-chunk-0022-ranks-47051-47100,10
3194340,y,We Are Alive,fen,1,EVE,HER,CAR,1,1,1,1,1,y,multi,False,u,Survival ensemble implied.,steam-v006-rest54mini-part_010-chunk-0022-ranks-47051-47100,10
3196110,y,Randall the Grape Jelly Cube goes to Soda Valley for some reason,fns,3,JES,EXP,EVE,3,2,0,1,1,y,none,False,g,Comedic named cube protagonist.,steam-v006-rest54mini-part_010-chunk-0022-ranks-47051-47100,10
3199400,y,TIMORE NARHELMA,fns,1,UNC,NA,NA,1,1,0,0,1,y,none,True,u,Insufficient reliable theme info.,steam-v006-rest54mini-part_010-chunk-0022-ranks-47051-47100,10
3225890,y,PISSed Off: Peeing Simulator,fns,2,JES,REB,SHA,2,2,0,1,1,y,sim,False,u,Comedy bodily-function simulator.,steam-v006-rest54mini-part_010-chunk-0022-ranks-47051-47100,10
3227140,y,Supersize My Heart,fns,1,LOV,EVE,CRE,1,1,0,0,1,y,none,False,u,"Romance-themed title, unclear.",steam-v006-rest54mini-part_010-chunk-0022-ranks-47051-47100,10
3229790,y,Mind Loop,fns,1,SAG,MAG,EXP,1,1,0,0,1,y,none,False,u,Psychological loop puzzle.,steam-v006-rest54mini-part_010-chunk-0022-ranks-47051-47100,10
3267440,y,Beanrise,fns,1,INN,CRE,EXP,1,1,0,0,1,y,none,False,u,Cute growth or farming theme.,steam-v006-rest54mini-part_010-chunk-0022-ranks-47051-47100,10
3267530,y,BitRick's Venture,fns,2,EXP,HER,JES,2,2,0,1,1,y,none,False,u,Adventure game with named protagonist.,steam-v006-rest54mini-part_010-chunk-0022-ranks-47051-47100,10
3269650,y,Isle of the Night: Pirate Survivors,fns,2,REB,HER,SHA,2,2,1,1,1,y,none,False,u,Pirate survival action protagonist.,steam-v006-rest54mini-part_010-chunk-0022-ranks-47051-47100,10
3273130,y,Roots of Harmony,fns,1,CRE,CAR,INN,1,1,0,0,1,y,none,False,u,Harmony and cultivation theme.,steam-v006-rest54mini-part_010-chunk-0022-ranks-47051-47100,10
3279360,y,Code Trainer,fns,1,SAG,CRE,EVE,1,1,0,0,1,y,info,False,u,Educational coding protagonist.,steam-v006-rest54mini-part_010-chunk-0022-ranks-47051-47100,10
3283630,n,NA,spr,2,NA,NA,NA,0,0,0,1,0,n,spr,False,u,Moorhuhn arcade shooting.,steam-v006-rest54mini-part_010-chunk-0022-ranks-47051-47100,10
3305530,n,NA,sim,2,NA,NA,NA,0,1,0,1,0,n,sim,False,u,"Cleaning simulator, no character.",steam-v006-rest54mini-part_010-chunk-0022-ranks-47051-47100,10
3305710,y,The Throne of The Clock - remasterd,fns,1,RUL,MAG,SAG,1,1,0,0,1,y,none,False,u,Clockwork throne fantasy role.,steam-v006-rest54mini-part_010-chunk-0022-ranks-47051-47100,10
3308010,n,NA,spr,2,NA,NA,NA,0,0,0,1,0,n,spr,False,u,Vehicle racing game.,steam-v006-rest54mini-part_010-chunk-0022-ranks-47051-47100,10
3308320,y,optimal conditions for a sacrifice,fns,2,SHA,MAG,REB,2,2,3,1,1,y,none,False,u,Dark ritual horror premise.,steam-v006-rest54mini-part_010-chunk-0022-ranks-47051-47100,10
3323670,y,Last Shift,fns,1,EVE,SHA,SAG,1,1,1,0,1,y,none,False,u,Likely horror shift survivor.,steam-v006-rest54mini-part_010-chunk-0022-ranks-47051-47100,10
3340740,n,NA,sim,2,NA,NA,NA,0,0,0,1,0,n,sim,False,u,City multi-fun management.,steam-v006-rest54mini-part_010-chunk-0022-ranks-47051-47100,10
3342350,y,Scary Granny,fns,1,EVE,SHA,REB,1,1,2,1,1,y,none,False,u,Horror chase versus granny.,steam-v006-rest54mini-part_010-chunk-0022-ranks-47051-47100,10
3344560,y,World Drawn,fns,2,CRE,EXP,INN,2,2,0,0,1,y,none,False,u,Drawing/creation centered title.,steam-v006-rest54mini-part_010-chunk-0022-ranks-47051-47100,10
3348240,y,Trouble in Warsaw,fns,1,REB,SAG,EVE,1,1,0,0,1,y,none,False,g,"Trouble narrative, city setting.",steam-v006-rest54mini-part_010-chunk-0022-ranks-47051-47100,10
3356740,n,NA,sim,2,NA,NA,NA,0,1,0,1,0,n,sim,False,u,Weed growing simulator.,steam-v006-rest54mini-part_010-chunk-0022-ranks-47051-47100,10
3361660,y,Slashboy,fns,2,HER,REB,JES,2,2,1,1,1,y,none,False,u,Action slasher protagonist.,steam-v006-rest54mini-part_010-chunk-0022-ranks-47051-47100,10
3361890,y,V-Shift,fns,1,EXP,MAG,SAG,1,1,0,0,1,y,none,False,u,Abstract shift or transformation.,steam-v006-rest54mini-part_010-chunk-0022-ranks-47051-47100,10
3376130,y,Perplex,fns,1,SAG,EXP,UNC,1,1,0,0,1,y,none,False,u,Puzzle/logic oriented title.,steam-v006-rest54mini-part_010-chunk-0022-ranks-47051-47100,10
3381310,u,NA,unc,0,UNC,NA,NA,0,0,0,0,0,n,unk,True,u,"Chinese title, no context.",steam-v006-rest54mini-part_010-chunk-0022-ranks-47051-47100,10
3387660,y,Codebound,fns,1,SAG,REB,CRE,1,1,0,0,1,y,none,False,u,Code-themed fixed protagonist.,steam-v006-rest54mini-part_010-chunk-0022-ranks-47051-47100,10
3391170,n,NA,sim,2,NA,NA,NA,0,0,0,1,0,n,sim,False,u,AI/verse platform or simulation.,steam-v006-rest54mini-part_010-chunk-0022-ranks-47051-47100,10
3391750,y,THE EXPERIMENT: 49,fns,2,SAG,SHA,EXP,2,2,2,1,1,y,none,False,u,Experiment-driven narrative horror.,steam-v006-rest54mini-part_010-chunk-0022-ranks-47051-47100,10
3391930,y,Götz,fns,2,EVE,HER,SHA,2,2,0,0,1,y,none,False,u,"Named protagonist, likely historical.",steam-v006-rest54mini-part_010-chunk-0022-ranks-47051-47100,10
3404630,y,Snowscape,fns,1,EXP,INN,SAG,1,1,0,0,1,y,none,False,u,Atmospheric exploration in snow.,steam-v006-rest54mini-part_010-chunk-0022-ranks-47051-47100,10
3434930,n,NA,sim,2,NA,NA,NA,0,0,0,1,0,n,sim,False,u,Desktop engine tool or sim.,steam-v006-rest54mini-part_010-chunk-0022-ranks-47051-47100,10
3442140,n,NA,sys,2,NA,NA,NA,0,1,0,1,0,n,sys,False,u,Clicker/strategy lord management.,steam-v006-rest54mini-part_010-chunk-0022-ranks-47051-47100,10
3457790,u,Toy Scrappers,unc,0,UNC,NA,NA,0,0,0,0,0,m,unk,True,m,Insufficient reliable info,steam-v006-rest54mini-part_010-chunk-0023-ranks-47101-47150,10
3461200,u,Matchmania Donate,unc,0,UNC,NA,NA,0,0,0,0,0,m,unk,True,m,Insufficient reliable info,steam-v006-rest54mini-part_010-chunk-0023-ranks-47101-47150,10
3468270,u,TAPE DENIAL,unc,0,UNC,NA,NA,0,0,0,0,0,m,unk,True,m,Insufficient reliable info,steam-v006-rest54mini-part_010-chunk-0023-ranks-47101-47150,10
3475600,u,FriendShapes,unc,0,UNC,NA,NA,0,0,0,0,0,m,unk,True,m,Insufficient reliable info,steam-v006-rest54mini-part_010-chunk-0023-ranks-47101-47150,10
3478880,u,Zombiefield,unc,0,UNC,NA,NA,0,0,0,0,0,m,unk,True,m,Insufficient reliable info,steam-v006-rest54mini-part_010-chunk-0023-ranks-47101-47150,10
3500800,y,DreadOut Remastered Collection,fen,2,SHA,MAG,EXP,2,2,2,1,2,y,multi,True,g,Collection with multiple playable protagonists,steam-v006-rest54mini-part_010-chunk-0023-ranks-47101-47150,10
3503230,u,Cozy Desktop Konbini,sim,1,EVE,CAR,NA,1,1,0,0,1,m,sim,True,m,"Management sim, no clear protagonist",steam-v006-rest54mini-part_010-chunk-0023-ranks-47101-47150,10
3521720,u,Sunny Reef,unc,0,UNC,NA,NA,0,0,0,0,0,m,unk,True,m,Insufficient reliable info,steam-v006-rest54mini-part_010-chunk-0023-ranks-47101-47150,10
3536100,u,CYBERSLAYER: No Time to Regret,unc,0,UNC,NA,NA,0,0,0,0,0,m,unk,True,m,Insufficient reliable info,steam-v006-rest54mini-part_010-chunk-0023-ranks-47101-47150,10
3544970,u,Obscured Stories: The Resentment,unc,0,UNC,NA,NA,0,0,0,0,0,m,unk,True,m,Insufficient reliable info,steam-v006-rest54mini-part_010-chunk-0023-ranks-47101-47150,10
3555630,u,Occupy,unc,0,UNC,NA,NA,0,0,0,0,0,m,unk,True,m,Insufficient reliable info,steam-v006-rest54mini-part_010-chunk-0023-ranks-47101-47150,10
3561820,u,Trump Searching Vigaro,unc,0,UNC,NA,NA,0,0,0,0,0,m,unk,True,m,Insufficient reliable info,steam-v006-rest54mini-part_010-chunk-0023-ranks-47101-47150,10
3568800,u,Welcome to the Chop House,unc,0,UNC,NA,NA,0,0,0,0,0,m,unk,True,m,Insufficient reliable info,steam-v006-rest54mini-part_010-chunk-0023-ranks-47101-47150,10
3569980,n,Trash Horror Collection 5,nop,0,NA,NA,NA,0,0,0,0,0,n,nop,True,m,"Horror collection, no single protagonist",steam-v006-rest54mini-part_010-chunk-0023-ranks-47101-47150,10
3581940,n,Deja View - A Spot The Difference Game,nop,0,NA,NA,NA,0,0,0,0,0,n,nop,False,m,"Puzzle activity, no protagonist",steam-v006-rest54mini-part_010-chunk-0023-ranks-47101-47150,10
3614100,u,Accretion,unc,0,UNC,NA,NA,0,0,0,0,0,m,unk,True,m,Insufficient reliable info,steam-v006-rest54mini-part_010-chunk-0023-ranks-47101-47150,10
3623660,u,PalWar,unc,0,UNC,NA,NA,0,0,0,0,0,m,unk,True,m,Insufficient reliable info,steam-v006-rest54mini-part_010-chunk-0023-ranks-47101-47150,10
3663980,u,Pogo Stick: Ultimate Challenge,spr,1,HER,EXP,JES,1,1,0,1,1,m,spr,True,m,"Sports challenge, no character focus",steam-v006-rest54mini-part_010-chunk-0023-ranks-47101-47150,10
3716850,u,Dead Tapes: Fading Father,unc,0,UNC,NA,NA,0,0,0,0,0,m,unk,True,m,Insufficient reliable info,steam-v006-rest54mini-part_010-chunk-0023-ranks-47101-47150,10
33720,y,Paws and Claws: Pet Vet,sim,2,CAR,EVE,HER,2,2,0,1,1,y,sim,False,g,Vet care management role,steam-v006-rest54mini-part_010-chunk-0023-ranks-47101-47150,10
37290,n,Zenerchi,nop,0,NA,NA,NA,0,0,0,0,0,n,nop,False,g,"Abstract puzzle, no protagonist",steam-v006-rest54mini-part_010-chunk-0023-ranks-47101-47150,10
38070,y,Coconut Queen,fns,2,RUL,EXP,CRE,2,2,0,1,1,y,none,False,g,Named protagonist managing island resort,steam-v006-rest54mini-part_010-chunk-0023-ranks-47101-47150,10
44680,n,RACE Injection,spr,0,NA,NA,NA,0,0,0,0,0,n,spr,False,g,"Racing role, no protagonist",steam-v006-rest54mini-part_010-chunk-0023-ranks-47101-47150,10
47500,u,Mishap: An Accidental Haunting,unc,0,UNC,NA,NA,0,0,0,0,0,m,unk,True,m,Insufficient reliable info,steam-v006-rest54mini-part_010-chunk-0023-ranks-47101-47150,10
213390,u,Atooms to Moolecules Demo,unc,0,UNC,NA,NA,0,0,0,0,0,m,unk,True,m,Insufficient reliable info,steam-v006-rest54mini-part_010-chunk-0023-ranks-47101-47150,10
262630,y,Tom vs. The Armies of Hell,fns,2,HER,SHA,REB,2,2,1,1,1,y,none,False,g,Single named hero fighting hell,steam-v006-rest54mini-part_010-chunk-0023-ranks-47101-47150,10
277751,u,The Count of Monster Disco,unc,0,UNC,NA,NA,0,0,0,0,0,m,unk,True,m,Insufficient reliable info,steam-v006-rest54mini-part_010-chunk-0023-ranks-47101-47150,10
288420,u,Deckadance 2,spr,1,EVE,JES,CRE,1,1,0,1,1,m,spr,True,m,"Dance game, no clear protagonist",steam-v006-rest54mini-part_010-chunk-0023-ranks-47101-47150,10
288710,u,Demolition Master 3D,unc,0,UNC,NA,NA,0,0,0,0,0,m,unk,True,m,Insufficient reliable info,steam-v006-rest54mini-part_010-chunk-0023-ranks-47101-47150,10
304810,u,TesserAct,unc,0,UNC,NA,NA,0,0,0,0,0,m,unk,True,m,Insufficient reliable info,steam-v006-rest54mini-part_010-chunk-0023-ranks-47101-47150,10
307560,y,Run For Rum,frs,1,REB,JES,EXP,1,1,0,1,1,m,none,True,m,"Likely fixed runner, sparse info",steam-v006-rest54mini-part_010-chunk-0023-ranks-47101-47150,10
314770,n,Pe-2: Dive Bomber,sys,0,NA,NA,NA,0,0,0,0,0,n,sys,False,g,Aircraft warfare system role,steam-v006-rest54mini-part_010-chunk-0023-ranks-47101-47150,10
328650,u,Knight of the Hamsters,unc,0,UNC,NA,NA,0,0,0,0,0,m,unk,True,m,Insufficient reliable info,steam-v006-rest54mini-part_010-chunk-0023-ranks-47101-47150,10
330590,n,Independence War Deluxe Edition,sys,0,NA,NA,NA,0,0,0,0,0,n,sys,False,g,Space combat command role,steam-v006-rest54mini-part_010-chunk-0023-ranks-47101-47150,10
331290,u,Miko Gakkou: Second Year,unc,0,UNC,NA,NA,0,0,0,0,0,m,unk,True,m,Insufficient reliable info,steam-v006-rest54mini-part_010-chunk-0023-ranks-47101-47150,10
331430,u,Toby's Island,unc,0,UNC,NA,NA,0,0,0,0,0,m,unk,True,m,Insufficient reliable info,steam-v006-rest54mini-part_010-chunk-0023-ranks-47101-47150,10
338090,n,ATLAS レジェンドパック,sys,0,NA,NA,NA,0,0,0,0,0,n,sys,False,g,Atlas is faction/system role,steam-v006-rest54mini-part_010-chunk-0023-ranks-47101-47150,10
340570,n,WolfWars,sys,0,NA,NA,NA,0,0,0,0,0,n,sys,False,m,"War strategy role, no protagonist",steam-v006-rest54mini-part_010-chunk-0023-ranks-47101-47150,10
345690,u,Crash Dummy,unc,0,UNC,NA,NA,0,0,0,0,0,m,unk,True,m,Insufficient reliable info,steam-v006-rest54mini-part_010-chunk-0023-ranks-47101-47150,10
353260,u,Snails,unc,0,UNC,NA,NA,0,0,0,0,0,m,unk,True,m,Insufficient reliable info,steam-v006-rest54mini-part_010-chunk-0023-ranks-47101-47150,10
359070,u,Hunter Gatherer,unc,0,UNC,NA,NA,0,0,0,0,0,m,unk,True,m,Insufficient reliable info,steam-v006-rest54mini-part_010-chunk-0023-ranks-47101-47150,10
360400,u,Zombie Quarantine,unc,0,UNC,NA,NA,0,0,0,0,0,m,unk,True,m,Insufficient reliable info,steam-v006-rest54mini-part_010-chunk-0023-ranks-47101-47150,10
365060,u,Titanis,unc,0,UNC,NA,NA,0,0,0,0,0,m,unk,True,m,Insufficient reliable info,steam-v006-rest54mini-part_010-chunk-0023-ranks-47101-47150,10
365930,u,STOORM - Full Edition.,unc,0,UNC,NA,NA,0,0,0,0,0,m,unk,True,m,Insufficient reliable info,steam-v006-rest54mini-part_010-chunk-0023-ranks-47101-47150,10
366460,u,Pavel Quest,unc,0,UNC,NA,NA,0,0,0,0,0,m,unk,True,m,Insufficient reliable info,steam-v006-rest54mini-part_010-chunk-0023-ranks-47101-47150,10
367800,u,Diamond Deeps,unc,0,UNC,NA,NA,0,0,0,0,0,m,unk,True,m,Insufficient reliable info,steam-v006-rest54mini-part_010-chunk-0023-ranks-47101-47150,10
369460,u,Professor Why: The Quantum Eye,unc,0,UNC,NA,NA,0,0,0,0,0,m,unk,True,m,Insufficient reliable info,steam-v006-rest54mini-part_010-chunk-0023-ranks-47101-47150,10
373640,u,Splotches,unc,0,UNC,NA,NA,0,0,0,0,0,m,unk,True,m,Insufficient reliable info,steam-v006-rest54mini-part_010-chunk-0023-ranks-47101-47150,10
375000,u,Icarus-X: Tides of Fire,unc,0,UNC,NA,NA,0,0,0,0,0,m,unk,True,m,Insufficient reliable info,steam-v006-rest54mini-part_010-chunk-0023-ranks-47101-47150,10
375090,u,The Eigengrau Menagerie,unc,0,UNC,NA,NA,0,0,0,0,0,m,unk,True,m,Insufficient reliable info,steam-v006-rest54mini-part_010-chunk-0023-ranks-47101-47150,10
379380,n,ReLoaded,sys,2,NA,NA,NA,0,1,0,0,1,n,sys,False,m,"Abstract shooter, no protagonist",steam-v006-rest54mini-part_010-chunk-0024-ranks-47151-47200,10
385190,y,Celestial Tear: Demon's Revenge,fns,2,HER,SHA,MAG,1,2,2,1,2,y,none,False,m,Named hero in dark fantasy,steam-v006-rest54mini-part_010-chunk-0024-ranks-47151-47200,10
392100,u,Fatal Theory,unc,1,UNC,NA,NA,0,0,0,0,1,m,unk,True,u,Insufficient reliable identity,steam-v006-rest54mini-part_010-chunk-0024-ranks-47151-47200,10
392690,y,Erwin's Timewarp,fns,2,EXP,HER,MAG,1,2,0,1,2,y,none,False,m,Named time-traveling lead,steam-v006-rest54mini-part_010-chunk-0024-ranks-47151-47200,10
393330,y,Typing Instructor for Kids Platinum 5,nop,0,NA,NA,NA,0,0,0,0,0,n,nop,False,m,"Educational software, no protagonist",steam-v006-rest54mini-part_010-chunk-0024-ranks-47151-47200,10
396610,n,Quantum Flux,sys,1,NA,NA,NA,0,1,0,0,1,n,sys,False,m,"Systemic title, no clear avatar",steam-v006-rest54mini-part_010-chunk-0024-ranks-47151-47200,10
397960,y,Mystery Expedition: Prisoners of Ice,fns,1,EXP,SAG,EVE,1,2,0,1,2,y,info,False,m,Expedition mystery with lead,steam-v006-rest54mini-part_010-chunk-0024-ranks-47151-47200,10
415140,u,PD Howler 10,unc,1,UNC,NA,NA,0,0,0,0,0,m,unk,True,u,"Title unclear, likely tool or sim",steam-v006-rest54mini-part_010-chunk-0024-ranks-47151-47200,10
419710,y,Rogue Singularity,fns,2,REB,MAG,SHA,1,2,2,1,2,y,none,False,m,Rogue-themed singular protagonist,steam-v006-rest54mini-part_010-chunk-0024-ranks-47151-47200,10
422890,n,22 Racing Series | RTS-Racing,spr,2,NA,NA,NA,0,1,0,0,1,n,spr,False,m,"Racing control role, no protagonist",steam-v006-rest54mini-part_010-chunk-0024-ranks-47151-47200,10
424210,n,SodaCity,sim,1,NA,NA,NA,0,1,0,0,1,n,sim,False,m,City management title,steam-v006-rest54mini-part_010-chunk-0024-ranks-47151-47200,10
430300,u,MINUS ZERO,unc,1,UNC,NA,NA,0,0,0,0,0,m,unk,True,u,No reliable protagonist data,steam-v006-rest54mini-part_010-chunk-0024-ranks-47151-47200,10
431360,y,The Legend: A University Story,fns,2,EVE,EXP,HER,1,2,0,1,2,y,info,False,m,Student-centered narrative lead,steam-v006-rest54mini-part_010-chunk-0024-ranks-47151-47200,10
431370,u,Diorama No.3 : The Marchland,unc,1,UNC,NA,NA,0,0,0,0,0,m,unk,True,u,Insufficient game context,steam-v006-rest54mini-part_010-chunk-0024-ranks-47151-47200,10
433660,y,Blockpocalypse,fns,1,HER,REB,SHA,1,1,1,1,1,y,none,False,m,Action survival with clear lead,steam-v006-rest54mini-part_010-chunk-0024-ranks-47151-47200,10
439740,u,Eclipsed,unc,1,UNC,NA,NA,0,0,0,0,0,m,unk,True,u,Too ambiguous from title alone,steam-v006-rest54mini-part_010-chunk-0024-ranks-47151-47200,10
439960,n,Falling Stars: War of Empires,sys,2,NA,NA,NA,0,1,0,0,1,n,sys,False,m,Empire warfare system role,steam-v006-rest54mini-part_010-chunk-0024-ranks-47151-47200,10
448730,n,"Imhotep, Pyramid Builder",sim,2,NA,NA,NA,0,1,0,0,1,n,sim,False,m,Builder/management role,steam-v006-rest54mini-part_010-chunk-0024-ranks-47151-47200,10
449150,y,PataNoir,fns,2,SAG,EXP,JES,1,2,0,1,2,y,info,False,m,Detective-style narrative protagonist,steam-v006-rest54mini-part_010-chunk-0024-ranks-47151-47200,10
